,dataset,image_name,c1,c2,c3,c4,c5,c_total,scaled_MOS_quality,SD,MOS_zscore,set
8842,koniq,8634276040.jpg,1,40,53,8,0,102,2.66666666666667,0.634539410932373,46.9097222222222,test
8843,koniq,8634679976.jpg,1,6,60,35,1,103,3.28155339805825,0.632726371614444,63.6533018867925,training
8844,koniq,8634744119.jpg,0,0,31,67,3,101,3.72277227722772,0.512226744346449,74.1805555555556,test
8845,koniq,8635239066.jpg,0,1,55,49,1,106,3.47169811320755,0.538207734187519,65.8114406779661,training
8846,koniq,8636582269.jpg,0,0,32,72,2,106,3.71698113207547,0.492896530842733,73.703125,training
8847,koniq,8636633195.jpg,0,0,48,58,1,107,3.5607476635514,0.51720530016433,69.7978260869565,training
8848,koniq,8636811972.jpg,0,1,38,64,6,109,3.68807339449541,0.588426144810633,73.1525423728814,training
8849,koniq,8636833629.jpg,6,80,22,0,0,108,2.14814814814815,0.489417254369973,30.8109243697479,training
8850,koniq,8637618858.jpg,0,2,39,57,1,99,3.57575757575758,0.554957418681078,73.2071428571429,validation
8851,koniq,8638507719.jpg,0,2,41,57,3,103,3.59223300970874,0.584722042292587,72.925,training
8852,koniq,8638666116.jpg,0,3,40,59,1,103,3.56310679611651,0.5717174489413,71.6926605504587,training
8853,koniq,8639628841.jpg,0,2,40,61,3,106,3.61320754716981,0.578516241974426,71.1949152542373,validation
8854,koniq,8639669088.jpg,0,3,55,52,3,113,3.48672566371681,0.599330642225552,66.0833333333333,training
8855,koniq,8639759293.jpg,0,1,39,60,2,102,3.61764705882353,0.54580520311164,72.325,test
8856,koniq,8639811289.jpg,0,0,14,87,11,112,3.97321428571429,0.473815667745683,81.1025641025641,training
8857,koniq,8639919087.jpg,0,16,65,22,0,103,3.05825242718447,0.60755444714367,56.2455357142857,training
8858,koniq,8639922039.jpg,0,11,57,36,0,104,3.24038461538462,0.630844591938848,61.6089108910891,training
8859,koniq,8640408375.jpg,0,3,56,43,1,103,3.40776699029126,0.567707692043677,66.0388349514563,training
8860,koniq,8640671500.jpg,1,2,62,36,2,103,3.3495145631068,0.605671525940304,66.3888888888889,training
8861,koniq,8641316746.jpg,0,6,106,33,0,145,3.18620689655172,0.485715493092289,61.6683673469388,training
8862,koniq,8641533130.jpg,0,9,68,28,1,106,3.19811320754717,0.592328919576578,60.4717391304348,training
8863,koniq,8642082647.jpg,7,58,29,3,0,97,2.28865979381443,0.644831419936604,32.535046728972,training
8864,koniq,8642168798.jpg,0,4,57,44,0,105,3.38095238095238,0.561264924094064,62.695652173913,training
8865,koniq,8642423630.jpg,1,5,49,52,3,110,3.46363636363636,0.67289969163006,66.4210526315789,validation
8866,koniq,8642430238.jpg,0,3,47,48,9,107,3.58878504672897,0.686160647728556,68.03125,training
8867,koniq,8644125724.jpg,0,4,59,38,1,102,3.35294117647059,0.574146957824214,61.7775229357798,training
8868,koniq,8644207930.jpg,21,59,25,0,0,105,2.03809523809524,0.663959705737096,26.4189189189189,test
8869,koniq,8644363471.jpg,0,4,47,84,4,139,3.63309352517986,0.591533071981295,75.3097826086957,training
8870,koniq,8644395037.jpg,1,33,87,19,0,140,2.88571428571429,0.624277588663985,52.0256849315069,training
8871,koniq,8644571098.jpg,0,1,22,69,10,102,3.86274509803922,0.580870219248152,76.7364864864865,test
8872,koniq,8644731627.jpg,0,4,64,37,0,105,3.31428571428571,0.542683604419273,61.5743243243243,training
8873,koniq,8644935134.jpg,0,2,60,39,0,101,3.36633663366337,0.523884954493403,64.9375,training
8874,koniq,8645014360.jpg,2,37,63,7,0,109,2.68807339449541,0.619098025302731,44.0022123893805,test
8875,koniq,8645679476.jpg,0,1,10,95,7,113,3.95575221238938,0.43072572750976,78.9804347826087,training
8876,koniq,8645856155.jpg,0,3,74,34,0,111,3.27927927927928,0.50759989918996,64.8141025641026,training
8877,koniq,8645919775.jpg,0,1,53,48,1,103,3.47572815533981,0.539510675068835,66.777027027027,training
8878,koniq,8645927718.jpg,0,2,32,71,2,107,3.68224299065421,0.542498253907659,72.9621848739496,training
8879,koniq,8646019769.jpg,0,4,67,52,0,123,3.39024390243902,0.552700469401329,66.3181818181818,test
8880,koniq,8646711055.jpg,0,1,46,49,7,103,3.60194174757282,0.631521751061341,72.5,test
8881,koniq,8647121069.jpg,0,2,47,63,0,112,3.54464285714286,0.535048921854206,68.9913793103448,training
8882,koniq,8647880189.jpg,0,0,51,58,1,110,3.54545454545455,0.51822498100965,69.0986842105263,validation
8883,koniq,8648111033.jpg,1,24,69,18,0,112,2.92857142857143,0.639739329153999,50.0805084745763,test
8884,koniq,8648273876.jpg,0,1,20,77,2,100,3.8,0.471404520791032,74.1548672566372,training
8885,koniq,8650038281.jpg,0,5,58,38,0,101,3.32673267326733,0.567607450463595,63.475,training
8886,koniq,8650041199.jpg,0,1,24,81,5,111,3.81081081081081,0.51369452389729,74.5508474576271,training
8887,koniq,8650438745.jpg,0,0,30,66,1,97,3.70103092783505,0.482289428438469,76.0283018867924,training
8888,koniq,8650937010.jpg,1,5,75,26,0,107,3.17757009345794,0.546223468543532,60.296875,training
8889,koniq,8651960690.jpg,1,12,48,41,0,102,3.26470588235294,0.702562080527236,61.9,training
8890,koniq,8652814108.jpg,1,48,49,3,0,101,2.53465346534653,0.57557547612183,40.9,validation
8891,koniq,8653060124.jpg,0,27,65,12,0,104,2.85576923076923,0.59802700252003,51.3102678571429,training
8892,koniq,8653149698.jpg,0,10,51,47,2,110,3.37272727272727,0.675374050747944,62.53125,validation
8893,koniq,8653385211.jpg,0,2,34,60,2,98,3.63265306122449,0.563270184789685,74.7785714285714,training
8894,koniq,86543550.jpg,0,4,46,49,7,106,3.55660377358491,0.677251991918114,68.375,training
8895,koniq,8654833683.jpg,0,2,66,30,0,98,3.28571428571429,0.497416003373807,62.8371559633027,validation
8896,koniq,8655212711.jpg,0,6,62,39,1,108,3.32407407407407,0.593243952337583,60.9872881355932,training
8897,koniq,8655538784.jpg,25,73,3,0,0,101,1.78217821782178,0.481745999382239,21.2162162162162,test
8898,koniq,8657980323.jpg,0,1,30,68,4,103,3.72815533980583,0.54582505919096,74.0921052631579,training
8899,koniq,8658407746.jpg,0,4,57,46,1,108,3.40740740740741,0.580638337691333,65.2162162162162,training
8900,koniq,8658742127.jpg,0,3,21,76,5,105,3.79047619047619,0.566623570867177,74.2543103448276,training
8901,koniq,8659008037.jpg,0,2,45,64,0,111,3.55855855855856,0.534018806013501,70.4258474576271,training
8902,koniq,8660939599.jpg,0,2,45,57,0,104,3.52884615384615,0.538908115251656,70.0841121495327,training
8903,koniq,8661391867.jpg,2,11,71,25,0,109,3.09174311926605,0.631595340500571,54.41875,training
8904,koniq,8663368144.jpg,0,0,39,68,1,108,3.64814814814815,0.498873774884556,70.2853982300885,training
8905,koniq,8664375707.jpg,0,7,55,44,1,107,3.36448598130841,0.620293955945691,65.9205607476636,test
8906,koniq,8665123695.jpg,0,5,72,40,3,120,3.34166666666667,0.601061153131627,64.9724576271186,validation
8907,koniq,8665859306.jpg,0,8,72,34,0,114,3.2280701754386,0.564982382359804,59.5391304347826,training
8908,koniq,8666962145.jpg,0,10,62,32,1,105,3.22857142857143,0.624147770612408,58.6769911504425,training
8909,koniq,8667121921.jpg,0,1,50,57,0,108,3.51851851851852,0.520270984055541,70.0394736842105,test
8910,koniq,8667622533.jpg,0,0,19,86,1,106,3.83018867924528,0.401703470668117,80.8482142857143,training
8911,koniq,8667640386.jpg,40,66,5,0,0,111,1.68468468468468,0.555664744934667,19.1923076923077,training
8912,koniq,8667761330.jpg,0,7,40,54,0,101,3.46534653465347,0.625529478692149,64.4955357142857,training
8913,koniq,8668135949.jpg,2,18,58,27,0,105,3.04761904761905,0.712268213053206,53.3986486486486,test
8914,koniq,8668194198.jpg,0,4,57,43,0,104,3.375,0.560642834922123,63.4324324324324,test
8915,koniq,8668357579.jpg,0,3,66,37,1,107,3.33644859813084,0.548478603040537,61.6375,training
8916,koniq,8668432915.jpg,0,2,56,74,7,139,3.61870503597122,0.606674033876721,74.1689655172414,training
8917,koniq,8668692139.jpg,1,44,55,1,0,101,2.55445544554455,0.538056642459741,41.725,training
8918,koniq,8668839930.jpg,0,2,47,49,3,101,3.52475247524752,0.593195741824578,66.4453781512605,training
8919,koniq,8669455182.jpg,1,24,67,10,0,102,2.84313725490196,0.592779959162309,48.3050458715596,training
8920,koniq,8669765013.jpg,1,8,69,24,0,102,3.13725490196078,0.580870219248152,59.8958333333333,training
8921,koniq,8669807326.jpg,0,11,63,39,0,113,3.24778761061947,0.62006585841643,62.077731092437,training
8922,koniq,8669827233.jpg,0,2,63,43,1,109,3.39449541284404,0.544643080950186,65.8717948717949,training
8923,koniq,8669875850.jpg,0,0,13,71,25,109,4.11009174311927,0.582768767136427,82.3114406779661,training
8924,koniq,8669987529.jpg,27,61,15,0,0,103,1.88349514563107,0.6309185782866,23.4036697247706,training
8925,koniq,8670498239.jpg,0,4,32,62,2,100,3.62,0.599326221011495,71.5412844036697,test
8926,koniq,8670524662.jpg,0,5,64,36,0,105,3.2952380952381,0.553377905438143,61.84375,training
8927,koniq,8671346109.jpg,0,6,75,23,0,104,3.16346153846154,0.504553574148434,59.4866071428571,validation
8928,koniq,8672886430.jpg,0,2,30,88,7,127,3.78740157480315,0.558198935634539,79.4724409448819,training
8929,koniq,8673060245.jpg,0,1,34,65,5,105,3.7047619047619,0.570489154548862,74.1450892857143,training
8930,koniq,8673410143.jpg,0,1,13,72,20,106,4.04716981132075,0.591721869537951,82.60625,training
8931,koniq,8674617206.jpg,1,24,69,14,0,108,2.88888888888889,0.616491934493834,51.5405405405405,training
8932,koniq,8675618794.jpg,2,40,54,7,0,103,2.64077669902913,0.639460080650747,43.4391891891892,test
8933,koniq,8675742263.jpg,0,0,34,65,4,103,3.70873786407767,0.535615240179964,74.3008849557522,training
8934,koniq,8676061963.jpg,0,3,74,32,0,109,3.26605504587156,0.502626468973,61.6227678571429,training
8935,koniq,8676415201.jpg,0,4,50,46,3,103,3.46601941747573,0.6233296735855,66.5580357142857,test
8936,koniq,8676993848.jpg,0,0,36,61,1,98,3.64285714285714,0.502570711032417,71.3851351351351,training
8937,koniq,8677186401.jpg,0,9,63,39,0,111,3.27027027027027,0.602207242279236,62.9102564102564,training
8938,koniq,8679754087.jpg,2,16,62,30,0,110,3.09090909090909,0.697905839255595,55.0833333333333,training
8939,koniq,8680382358.jpg,0,2,34,64,9,109,3.73394495412844,0.633073072765233,75.0420168067227,training
8940,koniq,8681619509.jpg,0,11,73,23,0,107,3.11214953271028,0.555030218516758,57.0405405405405,training
8941,koniq,8683573016.jpg,1,7,66,34,0,108,3.23148148148148,0.605372851533239,60.6218487394958,training
8942,koniq,8683910174.jpg,2,34,59,6,0,101,2.68316831683168,0.615316066250621,46.15,test
8943,koniq,8684784453.jpg,0,2,48,60,1,111,3.54054054054054,0.552412622194411,69.2564102564103,training
8944,koniq,8686047954.jpg,0,0,26,70,6,102,3.80392156862745,0.527261103264158,77.0178571428571,training
8945,koniq,8687168552.jpg,0,2,54,46,0,102,3.43137254901961,0.536025045993237,68.8252212389381,training
8946,koniq,8687755587.jpg,0,10,95,21,0,126,3.08730158730159,0.49022184806214,57.7023809523809,test
8947,koniq,8688105270.jpg,0,0,27,70,4,101,3.77227722772277,0.507566510298146,74.7201834862385,training
8948,koniq,8688570494.jpg,0,0,21,83,9,113,3.89380530973451,0.506437696393839,77.224358974359,training
8949,koniq,8688672632.jpg,0,0,17,77,11,105,3.94285714285714,0.515687954032345,77.1377118644068,validation
8950,koniq,8690378205.jpg,0,3,46,54,1,104,3.50961538461538,0.57445951478755,70.4620535714286,training
8951,koniq,8691429186.jpg,0,1,38,70,1,110,3.64545454545455,0.517339056857098,71.4423076923077,training
8952,koniq,8691629871.jpg,0,36,59,12,0,107,2.77570093457944,0.634070575426553,49.2867647058824,training
8953,koniq,8691658021.jpg,0,0,38,63,1,102,3.63725490196078,0.503241289808191,71.8125,training
8954,koniq,8692247074.jpg,1,0,35,84,5,125,3.736,0.570002829647759,78.1341463414634,training
8955,koniq,8693045087.jpg,0,0,7,90,15,112,4.07142857142857,0.439374775163747,83.8556034482759,training
8956,koniq,8693359675.jpg,0,14,81,12,0,107,2.98130841121495,0.494904382059216,52.8571428571429,training
8957,koniq,869382458.jpg,2,23,73,13,0,111,2.87387387387387,0.619635040929404,49.0441176470588,training
8958,koniq,8693865711.jpg,0,0,29,69,8,106,3.80188679245283,0.559247986917716,76.4285714285714,training
8959,koniq,8695646882.jpg,0,0,18,78,12,108,3.94444444444444,0.526553479694317,77.24375,test
8960,koniq,8695656651.jpg,2,54,42,2,0,100,2.44,0.574192450052219,36.9203539823009,training
8961,koniq,8696013314.jpg,0,7,55,44,2,108,3.37962962962963,0.637131313107367,65.2782608695652,training
8962,koniq,8696567124.jpg,3,60,39,1,0,103,2.36893203883495,0.559942070920715,35.0405405405405,test
8963,koniq,8697211336.jpg,0,0,28,73,6,107,3.79439252336449,0.527334302993257,76.0819327731092,training
8964,koniq,8697364440.jpg,0,2,61,45,0,108,3.39814814814815,0.52844003921284,66.2763157894737,test
8965,koniq,8697765454.jpg,0,57,42,1,0,100,2.44,0.518739731552258,38.2385321100917,training
8966,koniq,8698328366.jpg,0,2,42,59,2,105,3.58095238095238,0.568076247268466,68.594537815126,training
8967,koniq,8699039377.jpg,0,1,22,81,6,110,3.83636363636364,0.516290095668838,76.7232142857143,training
8968,koniq,8700100428.jpg,0,0,22,84,4,110,3.83636363636364,0.45990171920325,74.2012711864407,training
8969,koniq,8701800150.jpg,0,2,35,61,5,103,3.66990291262136,0.600463048683739,71.3108108108108,test
8970,koniq,8701957904.jpg,0,3,66,35,1,105,3.32380952380952,0.545880342186223,62.2349137931034,training
8971,koniq,8702092556.jpg,0,0,43,62,2,107,3.61682242990654,0.525659689990427,73.375,training
8972,koniq,8702450132.jpg,1,17,85,23,0,126,3.03174603174603,0.592439133569118,57.5426829268293,test
8973,koniq,8702518420.jpg,0,0,27,73,6,106,3.80188679245283,0.524083078124337,76.9568965517241,test
8974,koniq,8702530063.jpg,0,2,54,47,0,103,3.43689320388349,0.53632560553216,68.8252212389381,test
8975,koniq,8702541866.jpg,0,1,46,55,2,104,3.55769230769231,0.554363504117592,72.5808823529412,training
8976,koniq,8702657469.jpg,11,66,24,2,0,103,2.16504854368932,0.627742412806474,32.9778761061947,training
8977,koniq,8703113665.jpg,1,43,57,8,0,109,2.6605504587156,0.626870290296381,46.3026315789474,validation
8978,koniq,8703657043.jpg,0,4,59,38,0,101,3.33663366336634,0.55276084743354,65.35,training
8979,koniq,8703680136.jpg,15,56,34,4,0,109,2.24770642201835,0.734796057656316,33.3125,training
8980,koniq,8703712845.jpg,0,8,98,21,0,127,3.10236220472441,0.468612366787531,59.8145161290323,training
8981,koniq,8704001812.jpg,0,0,38,65,2,105,3.65714285714286,0.515687954032345,72.6673913043478,training
8982,koniq,8704133333.jpg,0,2,32,61,5,100,3.69,0.59789191955967,70.5044247787611,test
8983,koniq,8705060352.jpg,1,33,64,11,0,109,2.77981651376147,0.628899658797715,48.7631578947368,training
8984,koniq,8705536207.jpg,0,53,50,10,0,113,2.61946902654867,0.645293179088783,43.1512605042017,training
8985,koniq,8706343716.jpg,0,3,83,23,0,109,3.18348623853211,0.454710685688426,60.5677966101695,test
8986,koniq,8706810197.jpg,0,2,37,65,6,110,3.68181818181818,0.604749067406287,70.6050420168067,test
8987,koniq,8707214366.jpg,1,0,16,78,10,105,3.91428571428571,0.573690577856111,76.7435344827586,training
8988,koniq,8707676839.jpg,0,32,64,8,0,104,2.76923076923077,0.578427215227558,48.6017699115044,training
8989,koniq,8709304294.jpg,8,85,17,0,0,110,2.08181818181818,0.471807342539016,29.3156779661017,training
8990,koniq,8709597894.jpg,0,2,45,54,2,103,3.54368932038835,0.573545885630822,67.45,training
8991,koniq,8709697980.jpg,0,0,47,50,3,100,3.56,0.55632270266002,71.875,training
8992,koniq,8710250301.jpg,0,4,71,79,1,155,3.49677419354839,0.562625957596049,70.1003184713376,training
8993,koniq,8710431611.jpg,0,2,37,57,6,102,3.65686274509804,0.621322416568889,72.925,training
8994,koniq,8711977206.jpg,0,3,79,45,0,127,3.33070866141732,0.520303911651585,65.1811023622047,training
8995,koniq,8713381356.jpg,1,45,47,4,0,97,2.55670103092783,0.594577443879062,40.6785714285714,training
8996,koniq,8713537516.jpg,0,15,62,30,0,107,3.14018691588785,0.636152914612978,58.6013513513514,training
8997,koniq,8714823724.jpg,0,2,42,57,2,103,3.57281553398058,0.570550847480092,71.3108108108108,training
8998,koniq,8715170978.jpg,0,23,111,16,0,150,2.95333333333333,0.509463023885871,53.887417218543,training
8999,koniq,8715241935.jpg,0,7,67,39,0,113,3.28318584070796,0.574285682837392,62.6323529411765,training
9000,koniq,8715401905.jpg,18,71,12,0,0,101,1.94059405940594,0.544459037544935,22.9508928571429,training
9001,koniq,8715753944.jpg,0,0,43,65,3,111,3.63963963963964,0.535856032103481,71.5128205128205,training
9002,koniq,8716882404.jpg,0,1,49,56,1,107,3.53271028037383,0.537600486602462,69.2834821428571,test
9003,koniq,8717130944.jpg,0,4,36,67,7,114,3.67543859649123,0.644865548655113,72.7542016806723,test
9004,koniq,8717637188.jpg,0,1,20,76,0,97,3.77319587628866,0.444998938181675,79.0214285714286,training
9005,koniq,8718552383.jpg,0,3,35,66,3,107,3.64485981308411,0.586842147921673,73.8504464285714,validation
9006,koniq,8718592525.jpg,0,4,36,61,5,106,3.63207547169811,0.637337791847025,70.5869565217391,training
9007,koniq,8718842570.jpg,1,14,60,25,0,100,3.09,0.652810551509101,56.5911214953271,test
9008,koniq,8720193519.jpg,8,43,51,7,0,109,2.52293577981651,0.727709881589845,38.7542372881356,training
9009,koniq,872022815.jpg,4,74,22,0,0,100,2.18,0.479477830456206,30.8269230769231,training
9010,koniq,8721056397.jpg,36,69,3,0,0,108,1.69444444444444,0.519855000152735,18.609243697479,training
9011,koniq,8722198954.jpg,0,10,74,28,0,112,3.16071428571429,0.562388270041763,58.5384615384615,training
9012,koniq,8723579314.jpg,0,1,59,61,0,121,3.49586776859504,0.518394427409425,68.925,training
9013,koniq,8724425373.jpg,0,8,64,26,4,102,3.25490196078431,0.655309986504066,60.6702586206897,training
9014,koniq,8724561762.jpg,1,2,41,55,4,103,3.57281553398058,0.650820624478455,68.2635135135135,training
9015,koniq,8724954192.jpg,4,38,54,10,0,106,2.66037735849057,0.702197807605727,43.6483050847458,training
9016,koniq,8725613522.jpg,5,71,29,3,0,108,2.27777777777778,0.593316881706884,33.1680672268908,test
9017,koniq,8726161561.jpg,0,2,36,64,5,107,3.67289719626168,0.595196193031854,74.368932038835,test
9018,koniq,8726378587.jpg,0,0,24,66,7,97,3.82474226804124,0.540260532797806,75.765625,training
9019,koniq,8727344040.jpg,0,2,20,76,5,103,3.81553398058252,0.537743521041616,77.6808035714286,training
9020,koniq,8727585507.jpg,0,7,77,21,0,105,3.13333333333333,0.501280411827603,58.375,training
9021,koniq,8728469348.jpg,0,2,61,47,0,110,3.40909090909091,0.529764610103801,66.9294871794872,training
9022,koniq,8728473663.jpg,0,6,45,54,0,105,3.45714285714286,0.604924843211176,66.8526785714286,validation
9023,koniq,8728715575.jpg,0,0,18,72,12,102,3.94117647058824,0.541788921884279,79.675,training
9024,koniq,8728752853.jpg,0,1,57,48,0,106,3.44339622641509,0.517874569834108,67.222972972973,test
9025,koniq,8729158424.jpg,0,5,43,55,6,109,3.56880733944954,0.671744170839424,70.5357142857143,test
9026,koniq,8729980010.jpg,0,4,41,53,3,101,3.54455445544554,0.624896030956311,68.0023364485981,training
9027,koniq,8730092034.jpg,0,1,17,85,6,109,3.88073394495413,0.485431664378742,79.3050847457627,training
9028,koniq,8730533258.jpg,0,1,32,71,8,112,3.76785714285714,0.584825266229659,74.975,training
9029,koniq,8730747598.jpg,2,39,58,3,0,102,2.6078431372549,0.5828720754493,43.6880733944954,test
9030,koniq,8730988705.jpg,0,0,25,69,8,102,3.83333333333333,0.546516118688917,77.0128205128205,training
9031,koniq,8731143356.jpg,0,8,48,46,1,103,3.38834951456311,0.645239121334674,65.4285714285714,validation
9032,koniq,8731562113.jpg,0,6,61,43,0,110,3.33636363636364,0.579105173811527,61.3625,training
9033,koniq,8731687035.jpg,2,38,62,5,0,107,2.65420560747664,0.60035844227723,44.1081081081081,test
9034,koniq,8731705218.jpg,0,0,32,69,6,107,3.75700934579439,0.546707494751528,73.031512605042,training
9035,koniq,8732282616.jpg,0,5,54,42,0,101,3.36633663366337,0.578321230411399,66.8413461538462,test
9036,koniq,8732397324.jpg,10,74,21,0,0,105,2.1047619047619,0.535720390685605,28.7894736842105,training
9037,koniq,8732646741.jpg,0,17,73,18,0,108,3.00925925925926,0.571853362851923,54.313025210084,training
9038,koniq,8732953050.jpg,0,1,32,76,2,111,3.71171171171171,0.511457585327329,73.3461538461538,training
9039,koniq,8733519611.jpg,1,0,40,60,1,102,3.58823529411765,0.569052385423217,70.7844036697248,training
9040,koniq,8733562507.jpg,0,2,37,65,4,108,3.65740740740741,0.58264682938731,74.4397321428571,training
9041,koniq,8733728144.jpg,0,1,38,60,5,104,3.66346153846154,0.584767432371758,74.0389908256881,training
9042,koniq,8734847489.jpg,0,9,60,43,1,113,3.31858407079646,0.630553706867222,62.2857142857143,training
9043,koniq,8735700380.jpg,0,1,32,69,1,103,3.67961165048544,0.509008883797232,73.716814159292,training
9044,koniq,8736095629.jpg,0,1,44,60,0,105,3.56190476190476,0.517460692000434,68.3141592920354,training
9045,koniq,8736395579.jpg,0,1,50,52,2,105,3.52380952380952,0.556348640264187,69.3349056603774,training
9046,koniq,873682751.jpg,4,52,47,7,0,110,2.51818181818182,0.673642953666248,38.675,training
9047,koniq,8736879292.jpg,0,5,75,26,1,107,3.21495327102804,0.532492136237047,60.6152173913043,training
9048,koniq,8737972385.jpg,0,1,48,50,3,102,3.53921568627451,0.574569466497057,68.5277777777778,training
9049,koniq,8742280365.jpg,0,17,84,23,0,124,3.04838709677419,0.568192666133956,57.9385245901639,test
9050,koniq,8742323176.jpg,1,18,62,27,0,108,3.06481481481481,0.673575314054563,55.6995798319328,test
9051,koniq,8743944148.jpg,2,63,38,1,0,104,2.36538461538462,0.540723935947584,35.9324324324324,test
9052,koniq,8745291792.jpg,0,1,20,80,2,103,3.80582524271845,0.465648449975302,74.4539473684211,training
9053,koniq,8745953241.jpg,0,14,60,24,2,100,3.14,0.666969628130461,58.598623853211,training
9054,koniq,8746191422.jpg,0,1,16,85,2,104,3.84615384615385,0.435538518783686,80.7759433962264,test
9055,koniq,8746457937.jpg,3,28,63,10,1,105,2.79047619047619,0.689135998848141,47.287610619469,test
9056,koniq,8746542465.jpg,0,2,38,83,4,127,3.7007874015748,0.55370269700031,76.8869047619048,training
9057,koniq,8746881284.jpg,0,43,54,6,0,103,2.64077669902913,0.591680374301949,44.3486842105263,training
9058,koniq,8746934807.jpg,0,34,64,9,0,107,2.76635514018692,0.5920772395484,47.0042372881356,training
9059,koniq,8748661037.jpg,0,12,75,19,0,106,3.06603773584906,0.539291738778581,55.8296460176991,training
9060,koniq,8749825399.jpg,0,0,24,70,8,102,3.84313725490196,0.540353716921064,77.2178899082569,training
9061,koniq,8749890133.jpg,0,1,30,75,4,110,3.74545454545455,0.532199239030855,71.2625,training
9062,koniq,8750299747.jpg,5,64,39,2,0,110,2.34545454545455,0.597185503372164,35.375,training
9063,koniq,8750929874.jpg,1,10,45,46,0,102,3.33333333333333,0.694152854073569,64.0586956521739,training
9064,koniq,8751039261.jpg,0,0,36,75,2,113,3.69911504424779,0.497941400600878,73.4474789915966,test
9065,koniq,8751065602.jpg,0,3,48,55,0,106,3.49056603773585,0.556267887140855,70.5357142857143,training
9066,koniq,8751106130.jpg,0,2,59,71,0,132,3.52272727272727,0.53096353565672,71.3454198473282,training
9067,koniq,87511338.jpg,4,78,23,1,0,106,2.19811320754717,0.505584269661014,32.9,training
9068,koniq,8751458979.jpg,0,3,47,51,2,103,3.50485436893204,0.592002027152183,69.9203539823009,test
9069,koniq,8751762111.jpg,0,0,32,68,0,100,3.68,0.468826172262151,76.0509708737864,training
9070,koniq,8751989930.jpg,14,88,7,0,0,109,1.93577981651376,0.436213279422361,25.260593220339,training
9071,koniq,8754025405.jpg,0,0,22,72,11,105,3.8952380952381,0.553377905438143,77.8326086956522,test
9072,koniq,8754056878.jpg,0,0,41,63,2,106,3.63207547169811,0.522365894352903,75.0290178571429,test
9073,koniq,8755395714.jpg,0,0,31,72,2,105,3.72380952380952,0.49019694031383,73.1695652173913,test
9074,koniq,8755673278.jpg,0,0,59,46,0,105,3.43809523809524,0.498532645405292,64.8445945945946,training
9075,koniq,8755824682.jpg,0,0,27,69,3,99,3.75757575757576,0.496742636335202,74.3247663551402,test
9076,koniq,8756419280.jpg,0,7,66,28,3,104,3.25961538461538,0.623102047271884,61.6227678571429,training
9077,koniq,8757692529.jpg,1,8,72,24,1,106,3.15094339622642,0.598290466646247,56.7923728813559,training
9078,koniq,8762864048.jpg,0,13,64,36,0,113,3.20353982300885,0.629048204424156,60.2058823529412,training
9079,koniq,8768474112.jpg,20,70,22,2,0,114,2.05263157894737,0.663086177652607,27.2435344827586,validation
9080,koniq,8771756230.jpg,25,68,9,0,0,102,1.84313725490196,0.55837632434446,22.1725663716814,validation
9081,koniq,8772955624.jpg,0,0,17,85,7,109,3.90825688073395,0.462306704425587,77.2586956521739,test
9082,koniq,8774523686.jpg,0,1,30,69,6,106,3.75471698113208,0.565875987671487,72.5233050847458,validation
9083,koniq,8776151757.jpg,0,3,65,37,2,107,3.35514018691589,0.570539903993596,64.7702702702703,test
9084,koniq,8779946210.jpg,0,0,26,70,4,100,3.78,0.504124403437697,76.6880733944954,validation
9085,koniq,8781313469.jpg,0,0,31,73,3,107,3.73831775700935,0.501628453763451,77.2,training
9086,koniq,8781992421.jpg,0,3,33,62,5,103,3.66990291262136,0.616574177185378,71.7142857142857,training
9087,koniq,8787599446.jpg,0,4,52,45,1,102,3.42156862745098,0.587599151267575,66.697247706422,training
9088,koniq,8794313763.jpg,0,2,53,61,4,120,3.55833333333333,0.591193541846973,71.1949152542373,training
9089,koniq,8795821243.jpg,0,0,22,79,2,103,3.80582524271845,0.444095300388494,77.7027027027027,training
9090,koniq,8797772647.jpg,0,4,56,38,1,99,3.36363636363636,0.579488610839561,65.35,test
9091,koniq,8800590382.jpg,0,15,98,25,0,138,3.07246376811594,0.535426443855604,57.2808219178082,training
9092,koniq,8802725309.jpg,3,54,53,3,0,113,2.49557522123894,0.599462464649279,40.7247899159664,test
9093,koniq,8812917559.jpg,1,19,68,20,2,110,3.02727272727273,0.683475883068022,53.9736842105263,training
9094,koniq,8814635311.jpg,0,6,60,32,4,102,3.33333333333333,0.64995557096191,62.0789473684211,training
9095,koniq,8816701721.jpg,1,22,69,10,0,102,2.86274509803922,0.580870219248152,49.7176724137931,validation
9096,koniq,8816975901.jpg,0,3,75,30,1,109,3.26605504587156,0.520722465264161,61.1071428571429,test
9097,koniq,8817313814.jpg,0,0,39,70,2,111,3.66666666666667,0.51049589675732,72.3135593220339,test
9098,koniq,8819567462.jpg,2,43,59,1,0,105,2.56190476190476,0.553377905438143,40.1875,test
9099,koniq,8821348628.jpg,0,10,44,48,2,104,3.40384615384615,0.690001136473396,69.1029411764706,training
9100,koniq,8826596290.jpg,8,62,33,2,0,105,2.27619047619048,0.627805060619293,33.1597222222222,training
9101,koniq,8830329798.jpg,1,38,57,6,0,102,2.66666666666667,0.602524940255889,46.0,training
9102,koniq,8832426254.jpg,0,8,68,32,1,109,3.23853211009174,0.591593619415785,61.6703539823009,training
9103,koniq,8836006786.jpg,0,0,42,62,0,104,3.59615384615385,0.493043466234686,73.785046728972,validation
