,sessionId,imageName,scaled_MOS_aesthetic,qualityScore,sessionId_imageName,set
28028,session45,iaa_pub3087_.jpg,3.863636363636364,3.884848484848484,session45_iaa_pub3087_.jpg,training
9301,session146,iaa_pub10220_.jpg,3.18,3.468,session146_iaa_pub10220_.jpg,training
3160,session30,iaa_pub2047_.jpg,4.06,4.18,session30_iaa_pub2047_.jpg,training
9157,session12,iaa_pub835_.jpg,1.6,1.624,session12_iaa_pub835_.jpg,validation
21476,session353,iaa_pub24642_.jpg,2.78,2.892,session353_iaa_pub24642_.jpg,training
19554,session223,iaa_pub15592_.jpg,1.42,1.436,session223_iaa_pub15592_.jpg,training
15662,session339,iaa_pub23701_.jpg,3.84,3.916,session339_iaa_pub23701_.jpg,validation
2135,session2,iaa_pub129_.jpg,4.0,4.164,session2_iaa_pub129_.jpg,training
1804,session390,iaa_pub27297_.jpg,3.28,3.472,session390_iaa_pub27297_.jpg,training
3912,session320,iaa_pub22336_.jpg,2.980769230769231,3.1884615384615387,session320_iaa_pub22336_.jpg,training
28542,session264,iaa_pub18430_.jpg,3.6,3.773333333333333,session264_iaa_pub18430_.jpg,training
9674,session388,iaa_pub27157_.jpg,2.68,2.928,session388_iaa_pub27157_.jpg,training
20656,session308,iaa_pub21521_.jpg,3.52,3.688,session308_iaa_pub21521_.jpg,training
18940,session172,iaa_pub12007_.jpg,2.32,2.396,session172_iaa_pub12007_.jpg,training
26022,session241,iaa_pub16869_.jpg,3.9166666666666665,4.004166666666666,session241_iaa_pub16869_.jpg,training
1513,session271,iaa_pub18913_.jpg,2.64,2.832,session271_iaa_pub18913_.jpg,training
12579,session374,iaa_pub26170_.jpg,2.9166666666666665,3.0583333333333336,session374_iaa_pub26170_.jpg,training
29186,session227,iaa_pub15846_.jpg,1.38,1.548,session227_iaa_pub15846_.jpg,validation
14322,session70,iaa_pub4843_.jpg,2.94,3.28,session70_iaa_pub4843_.jpg,training
28077,session278,iaa_pub19425_.jpg,3.6666666666666665,3.720833333333333,session278_iaa_pub19425_.jpg,training
15301,session198,iaa_pub13849_.jpg,4.0,4.056,session198_iaa_pub13849_.jpg,training
26703,session40,iaa_pub2735_.jpg,3.54,3.616,session40_iaa_pub2735_.jpg,training
23759,session164,iaa_pub11474_.jpg,3.6,3.752,session164_iaa_pub11474_.jpg,training
14468,session125,iaa_pub8697_.jpg,3.6,3.852,session125_iaa_pub8697_.jpg,training
30513,session279,iaa_pub19506_.jpg,2.4375,2.4208333333333334,session279_iaa_pub19506_.jpg,training
24030,session208,iaa_pub14512_.jpg,3.18,3.352,session208_iaa_pub14512_.jpg,training
18666,session425,iaa_pub29718_.jpg,3.16,3.3,session425_iaa_pub29718_.jpg,training
30549,session48,iaa_pub3317_.jpg,3.28,3.48,session48_iaa_pub3317_.jpg,validation
20549,session2,iaa_pub101_.jpg,3.08,3.284,session2_iaa_pub101_.jpg,training
12535,session146,iaa_pub10194_.jpg,3.86,4.044,session146_iaa_pub10194_.jpg,training
16902,session372,iaa_pub26026_.jpg,2.76,2.7960000000000003,session372_iaa_pub26026_.jpg,training
22435,session324,iaa_pub22656_.jpg,2.86,3.124,session324_iaa_pub22656_.jpg,training
25680,session431,iaa_pub30150_.jpg,2.82,2.988,session431_iaa_pub30150_.jpg,training
3804,session394,iaa_pub27527_.jpg,3.5625,3.766666666666667,session394_iaa_pub27527_.jpg,training
22268,session375,iaa_pub26202_.jpg,3.42,3.62,session375_iaa_pub26202_.jpg,training
159,session294,iaa_pub20533_.jpg,3.5,3.668,session294_iaa_pub20533_.jpg,training
26681,session420,iaa_pub29364_.jpg,3.2884615384615383,3.5923076923076924,session420_iaa_pub29364_.jpg,training
5214,session257,iaa_pub17921_.jpg,3.4,3.524,session257_iaa_pub17921_.jpg,test
12640,session237,iaa_pub16524_.jpg,1.56,1.768,session237_iaa_pub16524_.jpg,training
23805,session370,iaa_pub25891_.jpg,3.3285714285714287,3.6457142857142855,session370_iaa_pub25891_.jpg,test
24190,session422,iaa_pub29535_.jpg,3.36,3.616,session422_iaa_pub29535_.jpg,test
30496,session11,iaa_pub745_.jpg,3.68,3.812,session11_iaa_pub745_.jpg,training
21340,session175,iaa_pub12216_.jpg,3.0,3.159259259259259,session175_iaa_pub12216_.jpg,training
15726,session244,iaa_pub17057_.jpg,3.2142857142857144,3.475,session244_iaa_pub17057_.jpg,training
23242,session173,iaa_pub12077_.jpg,3.64,3.696,session173_iaa_pub12077_.jpg,training
30910,session25,iaa_pub1740_.jpg,2.08,2.136,session25_iaa_pub1740_.jpg,training
24354,session111,iaa_pub7750_.jpg,4.038461538461538,4.073076923076924,session111_iaa_pub7750_.jpg,training
8341,session186,iaa_pub12959_.jpg,3.333333333333333,3.46,session186_iaa_pub12959_.jpg,training
23756,session304,iaa_pub21236_.jpg,2.98,3.216,session304_iaa_pub21236_.jpg,training
20257,session148,iaa_pub10316_.jpg,3.7,3.884,session148_iaa_pub10316_.jpg,validation
30907,session323,iaa_pub22578_.jpg,3.12,3.228,session323_iaa_pub22578_.jpg,training
12132,session422,iaa_pub29515_.jpg,3.86,4.08,session422_iaa_pub29515_.jpg,training
6984,session341,iaa_pub23822_.jpg,3.1346153846153846,3.396153846153846,session341_iaa_pub23822_.jpg,training
30998,session281,iaa_pub19603_.jpg,2.98,3.144,session281_iaa_pub19603_.jpg,training
27788,session131,iaa_pub9155_.jpg,2.66,2.988,session131_iaa_pub9155_.jpg,training
18520,session320,iaa_pub22393_.jpg,3.326923076923077,3.5807692307692305,session320_iaa_pub22393_.jpg,training
15847,session18,iaa_pub1196_.jpg,2.796875,2.95625,session18_iaa_pub1196_.jpg,training
26523,session138,iaa_pub9597_.jpg,3.9,4.016,session138_iaa_pub9597_.jpg,training
10061,session382,iaa_pub26736_.jpg,3.8846153846153846,3.973076923076923,session382_iaa_pub26736_.jpg,training
29025,session358,iaa_pub25026_.jpg,3.4038461538461537,3.619230769230769,session358_iaa_pub25026_.jpg,training
19538,session198,iaa_pub13854_.jpg,2.96,3.096,session198_iaa_pub13854_.jpg,training
978,session79,iaa_pub5530_.jpg,2.86,3.04,session79_iaa_pub5530_.jpg,training
4833,session22,iaa_pub1540_.jpg,3.48,3.664,session22_iaa_pub1540_.jpg,training
29759,session135,iaa_pub9440_.jpg,2.888888888888889,3.0703703703703704,session135_iaa_pub9440_.jpg,training
2600,session440,iaa_pub30800_.jpg,3.8461538461538463,3.896153846153846,session440_iaa_pub30800_.jpg,training
10373,session337,iaa_pub23530_.jpg,3.442857142857143,3.5771428571428574,session337_iaa_pub23530_.jpg,training
12607,session237,iaa_pub16566_.jpg,3.06,3.304,session237_iaa_pub16566_.jpg,test
29272,session423,iaa_pub29543_.jpg,3.3,3.46,session423_iaa_pub29543_.jpg,training
7096,session353,iaa_pub24705_.jpg,2.86,3.124,session353_iaa_pub24705_.jpg,training
23735,session193,iaa_pub13444_.jpg,2.94,3.16,session193_iaa_pub13444_.jpg,training
26582,session243,iaa_pub16976_.jpg,3.52,3.572,session243_iaa_pub16976_.jpg,training
8022,session159,iaa_pub11066_.jpg,2.22,2.3480000000000003,session159_iaa_pub11066_.jpg,training
10056,session405,iaa_pub28325_.jpg,3.44,3.492,session405_iaa_pub28325_.jpg,training
27531,session68,iaa_pub4696_.jpg,3.78,4.048,session68_iaa_pub4696_.jpg,training
12286,session390,iaa_pub27247_.jpg,3.52,3.6,session390_iaa_pub27247_.jpg,training
3469,session93,iaa_pub6468_.jpg,1.907407407407408,2.05925925925926,session93_iaa_pub6468_.jpg,training
13634,session118,iaa_pub8210_.jpg,2.96,3.176,session118_iaa_pub8210_.jpg,training
20248,session89,iaa_pub6202_.jpg,3.28,3.608,session89_iaa_pub6202_.jpg,training
30712,session195,iaa_pub13616_.jpg,3.1538461538461537,3.2884615384615383,session195_iaa_pub13616_.jpg,training
27892,session42,iaa_pub2878_.jpg,4.090909090909091,4.106060606060606,session42_iaa_pub2878_.jpg,training
24966,session202,iaa_pub14107_.jpg,2.326923076923077,2.5307692307692307,session202_iaa_pub14107_.jpg,training
18723,session199,iaa_pub13908_.jpg,2.9375,3.091666666666667,session199_iaa_pub13908_.jpg,training
22930,session400,iaa_pub27965_.jpg,3.76,3.916,session400_iaa_pub27965_.jpg,validation
10744,session282,iaa_pub19702_.jpg,3.34,3.516,session282_iaa_pub19702_.jpg,training
21855,session428,iaa_pub29948_.jpg,2.9,3.008,session428_iaa_pub29948_.jpg,training
7795,session109,iaa_pub7596_.jpg,2.571428571428572,2.571428571428572,session109_iaa_pub7596_.jpg,training
13145,session265,iaa_pub18524_.jpg,2.7,2.806666666666666,session265_iaa_pub18524_.jpg,training
30777,session48,iaa_pub3315_.jpg,3.72,3.876,session48_iaa_pub3315_.jpg,training
13447,session378,iaa_pub26420_.jpg,3.18,3.408,session378_iaa_pub26420_.jpg,validation
1262,session269,iaa_pub18767_.jpg,2.88,3.108,session269_iaa_pub18767_.jpg,test
27821,session146,iaa_pub10211_.jpg,3.96,4.0,session146_iaa_pub10211_.jpg,training
10146,session294,iaa_pub20561_.jpg,3.26,3.464,session294_iaa_pub20561_.jpg,training
15820,session109,iaa_pub7571_.jpg,2.5535714285714284,2.857142857142857,session109_iaa_pub7571_.jpg,training
19920,session98,iaa_pub6843_.jpg,1.6166666666666667,1.6033333333333333,session98_iaa_pub6843_.jpg,training
14542,session334,iaa_pub23362_.jpg,3.881578947368421,4.031578947368421,session334_iaa_pub23362_.jpg,training
10076,session101,iaa_pub7053_.jpg,3.583333333333333,3.7458333333333336,session101_iaa_pub7053_.jpg,training
8987,session241,iaa_pub16843_.jpg,3.6041666666666665,3.725,session241_iaa_pub16843_.jpg,training
19697,session199,iaa_pub13881_.jpg,2.895833333333333,3.0666666666666664,session199_iaa_pub13881_.jpg,training
22709,session254,iaa_pub17778_.jpg,3.327586206896552,3.4551724137931035,session254_iaa_pub17778_.jpg,training
8793,session297,iaa_pub20739_.jpg,2.7916666666666665,3.154166666666667,session297_iaa_pub20739_.jpg,training
13281,session134,iaa_pub9316_.jpg,4.02,4.0280000000000005,session134_iaa_pub9316_.jpg,training
24766,session28,iaa_pub1958_.jpg,2.576923076923077,2.626923076923077,session28_iaa_pub1958_.jpg,training
18715,session124,iaa_pub8662_.jpg,3.375,3.482142857142857,session124_iaa_pub8662_.jpg,training
4529,session252,iaa_pub17616_.jpg,3.56,3.596,session252_iaa_pub17616_.jpg,training
918,session27,iaa_pub1822_.jpg,3.22,3.46,session27_iaa_pub1822_.jpg,training
31104,session208,iaa_pub14494_.jpg,3.26,3.444,session208_iaa_pub14494_.jpg,training
7381,session319,iaa_pub22267_.jpg,3.75,3.8884615384615375,session319_iaa_pub22267_.jpg,training
21028,session20,iaa_pub1366_.jpg,3.92,3.972,session20_iaa_pub1366_.jpg,training
18185,session346,iaa_pub24200_.jpg,3.12,3.324,session346_iaa_pub24200_.jpg,training
743,session92,iaa_pub6381_.jpg,2.8461538461538463,3.169230769230769,session92_iaa_pub6381_.jpg,training
8450,session292,iaa_pub20422_.jpg,3.645161290322581,3.7225806451612895,session292_iaa_pub20422_.jpg,training
26379,session190,iaa_pub13249_.jpg,3.16,3.3360000000000003,session190_iaa_pub13249_.jpg,training
14882,session152,iaa_pub10592_.jpg,3.826923076923077,3.938461538461538,session152_iaa_pub10592_.jpg,training
19720,session335,iaa_pub23389_.jpg,3.56,3.652,session335_iaa_pub23389_.jpg,training
15378,session270,iaa_pub18844_.jpg,3.56,3.84,session270_iaa_pub18844_.jpg,validation
24571,session277,iaa_pub19380_.jpg,1.68,1.76,session277_iaa_pub19380_.jpg,training
29427,session415,iaa_pub29020_.jpg,2.86,3.112,session415_iaa_pub29020_.jpg,validation
14760,session282,iaa_pub19682_.jpg,3.62,3.74,session282_iaa_pub19682_.jpg,training
26894,session141,iaa_pub9860_.jpg,3.2962962962962963,3.537037037037037,session141_iaa_pub9860_.jpg,training
773,session351,iaa_pub24533_.jpg,3.357142857142857,3.557142857142857,session351_iaa_pub24533_.jpg,training
15578,session127,iaa_pub8833_.jpg,3.22,3.452,session127_iaa_pub8833_.jpg,training
4800,session277,iaa_pub19364_.jpg,3.74,3.776,session277_iaa_pub19364_.jpg,test
16404,session48,iaa_pub3327_.jpg,3.76,3.744,session48_iaa_pub3327_.jpg,training
13128,session170,iaa_pub11862_.jpg,3.3076923076923075,3.446153846153846,session170_iaa_pub11862_.jpg,training
18942,session33,iaa_pub2308_.jpg,1.9615384615384608,2.1884615384615382,session33_iaa_pub2308_.jpg,training
29605,session389,iaa_pub27186_.jpg,3.72,3.928,session389_iaa_pub27186_.jpg,training
13388,session25,iaa_pub1741_.jpg,1.9,2.036,session25_iaa_pub1741_.jpg,training
20679,session243,iaa_pub16949_.jpg,3.38,3.512,session243_iaa_pub16949_.jpg,training
2490,session7,iaa_pub456_.jpg,3.02,3.4,session7_iaa_pub456_.jpg,training
9850,session300,iaa_pub20962_.jpg,3.16,3.404,session300_iaa_pub20962_.jpg,training
21583,session283,iaa_pub19791_.jpg,2.7777777777777777,2.914814814814815,session283_iaa_pub19791_.jpg,training
6356,session405,iaa_pub28344_.jpg,3.1,3.292,session405_iaa_pub28344_.jpg,training
10405,session421,iaa_pub29463_.jpg,3.3076923076923075,3.480769230769231,session421_iaa_pub29463_.jpg,training
29093,session118,iaa_pub8232_.jpg,3.2,3.312,session118_iaa_pub8232_.jpg,validation
17533,session211,iaa_pub14735_.jpg,3.519230769230769,3.75,session211_iaa_pub14735_.jpg,training
3470,session259,iaa_pub18064_.jpg,3.56,3.76,session259_iaa_pub18064_.jpg,training
26215,session68,iaa_pub4753_.jpg,3.28,3.524,session68_iaa_pub4753_.jpg,training
19047,session138,iaa_pub9611_.jpg,4.08,4.192,session138_iaa_pub9611_.jpg,training
13024,session34,iaa_pub2356_.jpg,3.84,3.928,session34_iaa_pub2356_.jpg,test
30691,session395,iaa_pub27613_.jpg,3.0,3.08,session395_iaa_pub27613_.jpg,training
8073,session206,iaa_pub14378_.jpg,3.5,3.708,session206_iaa_pub14378_.jpg,training
6749,session80,iaa_pub5596_.jpg,3.769230769230769,3.8615384615384616,session80_iaa_pub5596_.jpg,training
17798,session191,iaa_pub13344_.jpg,3.4375,3.641666666666667,session191_iaa_pub13344_.jpg,training
26193,session223,iaa_pub15595_.jpg,3.34,3.528,session223_iaa_pub15595_.jpg,training
6677,session279,iaa_pub19468_.jpg,3.1875,3.404166666666667,session279_iaa_pub19468_.jpg,training
20145,session259,iaa_pub18110_.jpg,3.04,3.24,session259_iaa_pub18110_.jpg,training
27742,session182,iaa_pub12674_.jpg,2.72,3.004,session182_iaa_pub12674_.jpg,training
17896,session73,iaa_pub5092_.jpg,3.52,3.824,session73_iaa_pub5092_.jpg,training
3887,session250,iaa_pub17480_.jpg,3.16,3.42,session250_iaa_pub17480_.jpg,training
22157,session339,iaa_pub23684_.jpg,2.54,2.66,session339_iaa_pub23684_.jpg,training
9890,session209,iaa_pub14586_.jpg,2.9,2.98,session209_iaa_pub14586_.jpg,training
20351,session186,iaa_pub13010_.jpg,1.4833333333333334,1.5533333333333337,session186_iaa_pub13010_.jpg,training
22261,session152,iaa_pub10618_.jpg,2.9615384615384617,3.226923076923077,session152_iaa_pub10618_.jpg,training
826,session336,iaa_pub23493_.jpg,2.82,3.064,session336_iaa_pub23493_.jpg,training
11570,session339,iaa_pub23712_.jpg,1.92,1.976,session339_iaa_pub23712_.jpg,training
2015,session25,iaa_pub1749_.jpg,2.56,2.732,session25_iaa_pub1749_.jpg,training
18409,session288,iaa_pub20128_.jpg,2.58,2.692,session288_iaa_pub20128_.jpg,training
21198,session63,iaa_pub4365_.jpg,3.08,3.3280000000000003,session63_iaa_pub4365_.jpg,validation
21071,session247,iaa_pub17225_.jpg,3.08,3.372,session247_iaa_pub17225_.jpg,training
23226,session444,iaa_pub31024_.jpg,3.1,3.36,session444_iaa_pub31024_.jpg,training
6331,session138,iaa_pub9630_.jpg,2.82,3.104,session138_iaa_pub9630_.jpg,training
7082,session281,iaa_pub19622_.jpg,3.7,3.796,session281_iaa_pub19622_.jpg,training
30431,session287,iaa_pub20065_.jpg,3.3846153846153846,3.446153846153846,session287_iaa_pub20065_.jpg,training
10419,session265,iaa_pub18482_.jpg,3.6666666666666665,3.8366666666666656,session265_iaa_pub18482_.jpg,training
15512,session361,iaa_pub25264_.jpg,2.84,2.92,session361_iaa_pub25264_.jpg,training
2192,session163,iaa_pub11344_.jpg,3.3392857142857144,3.503571428571429,session163_iaa_pub11344_.jpg,training
19317,session248,iaa_pub17348_.jpg,2.02,2.132,session248_iaa_pub17348_.jpg,training
460,session376,iaa_pub26292_.jpg,3.3653846153846154,3.5807692307692305,session376_iaa_pub26292_.jpg,training
25574,session193,iaa_pub13457_.jpg,3.44,3.54,session193_iaa_pub13457_.jpg,training
26060,session424,iaa_pub29665_.jpg,3.22,3.428,session424_iaa_pub29665_.jpg,training
4263,session243,iaa_pub17003_.jpg,3.52,3.58,session243_iaa_pub17003_.jpg,training
11635,session173,iaa_pub12100_.jpg,3.28,3.4760000000000004,session173_iaa_pub12100_.jpg,training
26133,session193,iaa_pub13483_.jpg,2.7,2.8560000000000003,session193_iaa_pub13483_.jpg,training
23050,session96,iaa_pub6675_.jpg,2.0416666666666665,2.275,session96_iaa_pub6675_.jpg,training
23089,session251,iaa_pub17557_.jpg,3.08,3.236,session251_iaa_pub17557_.jpg,training
5326,session13,iaa_pub863_.jpg,3.7115384615384617,3.819230769230769,session13_iaa_pub863_.jpg,validation
25833,session405,iaa_pub28343_.jpg,3.4,3.5,session405_iaa_pub28343_.jpg,training
24975,session319,iaa_pub22328_.jpg,3.7115384615384617,3.8230769230769233,session319_iaa_pub22328_.jpg,training
3551,session424,iaa_pub29615_.jpg,2.96,3.128,session424_iaa_pub29615_.jpg,training
5129,session217,iaa_pub15140_.jpg,3.5416666666666665,3.65,session217_iaa_pub15140_.jpg,training
18730,session35,iaa_pub2397_.jpg,3.04,3.276,session35_iaa_pub2397_.jpg,training
22596,session283,iaa_pub19764_.jpg,3.851851851851852,3.91851851851852,session283_iaa_pub19764_.jpg,training
1051,session114,iaa_pub7928_.jpg,2.0185185185185186,2.051851851851852,session114_iaa_pub7928_.jpg,training
16453,session115,iaa_pub8033_.jpg,2.4,2.652,session115_iaa_pub8033_.jpg,training
16306,session185,iaa_pub12923_.jpg,2.92,3.192,session185_iaa_pub12923_.jpg,training
1383,session283,iaa_pub19809_.jpg,2.7777777777777777,2.962962962962963,session283_iaa_pub19809_.jpg,training
11112,session300,iaa_pub20957_.jpg,3.02,3.3,session300_iaa_pub20957_.jpg,training
6688,session137,iaa_pub9573_.jpg,3.66,3.86,session137_iaa_pub9573_.jpg,training
1398,session211,iaa_pub14701_.jpg,3.019230769230769,3.246153846153846,session211_iaa_pub14701_.jpg,training
22517,session210,iaa_pub14676_.jpg,3.576923076923077,3.723076923076923,session210_iaa_pub14676_.jpg,training
7297,session398,iaa_pub27825_.jpg,3.1129032258064515,3.332258064516129,session398_iaa_pub27825_.jpg,training
25793,session304,iaa_pub21227_.jpg,2.3,2.212,session304_iaa_pub21227_.jpg,training
4335,session119,iaa_pub8290_.jpg,3.3392857142857144,3.5107142857142857,session119_iaa_pub8290_.jpg,training
7307,session378,iaa_pub26427_.jpg,3.6,3.82,session378_iaa_pub26427_.jpg,training
18275,session257,iaa_pub17934_.jpg,3.32,3.508,session257_iaa_pub17934_.jpg,training
26648,session132,iaa_pub9197_.jpg,3.357142857142857,3.5928571428571425,session132_iaa_pub9197_.jpg,training
18071,session358,iaa_pub25029_.jpg,1.4615384615384617,1.6307692307692307,session358_iaa_pub25029_.jpg,validation
13280,session425,iaa_pub29750_.jpg,3.46,3.548,session425_iaa_pub29750_.jpg,training
15364,session254,iaa_pub17765_.jpg,3.793103448275862,3.965517241379312,session254_iaa_pub17765_.jpg,training
19759,session368,iaa_pub25737_.jpg,3.3793103448275863,3.6,session368_iaa_pub25737_.jpg,training
20061,session222,iaa_pub15503_.jpg,3.24,3.484,session222_iaa_pub15503_.jpg,training
30392,session79,iaa_pub5495_.jpg,3.48,3.712,session79_iaa_pub5495_.jpg,training
15497,session405,iaa_pub28313_.jpg,3.44,3.556,session405_iaa_pub28313_.jpg,training
9136,session264,iaa_pub18415_.jpg,2.8666666666666667,3.1266666666666665,session264_iaa_pub18415_.jpg,training
22104,session148,iaa_pub10331_.jpg,3.74,3.888,session148_iaa_pub10331_.jpg,training
10819,session414,iaa_pub28922_.jpg,1.9791666666666667,2.2041666666666666,session414_iaa_pub28922_.jpg,training
13116,session442,iaa_pub30913_.jpg,2.9,3.16,session442_iaa_pub30913_.jpg,validation
26090,session258,iaa_pub18030_.jpg,2.6346153846153846,2.8076923076923075,session258_iaa_pub18030_.jpg,validation
21475,session407,iaa_pub28484_.jpg,3.54,3.668,session407_iaa_pub28484_.jpg,training
27156,session182,iaa_pub12717_.jpg,2.14,2.432,session182_iaa_pub12717_.jpg,training
30690,session195,iaa_pub13605_.jpg,3.2115384615384617,3.319230769230769,session195_iaa_pub13605_.jpg,training
22126,session56,iaa_pub3874_.jpg,3.36,3.568,session56_iaa_pub3874_.jpg,test
14774,session224,iaa_pub15674_.jpg,3.54,3.588,session224_iaa_pub15674_.jpg,training
16184,session153,iaa_pub10690_.jpg,3.52,3.572,session153_iaa_pub10690_.jpg,test
14510,session344,iaa_pub24044_.jpg,2.92,3.128,session344_iaa_pub24044_.jpg,training
2644,session185,iaa_pub12888_.jpg,1.38,1.4280000000000002,session185_iaa_pub12888_.jpg,training
13422,session245,iaa_pub17128_.jpg,3.2777777777777777,3.451851851851852,session245_iaa_pub17128_.jpg,training
12547,session69,iaa_pub4804_.jpg,3.26,3.484,session69_iaa_pub4804_.jpg,training
4187,session263,iaa_pub18366_.jpg,2.92,3.184,session263_iaa_pub18366_.jpg,training
21618,session391,iaa_pub27348_.jpg,3.52,3.668,session391_iaa_pub27348_.jpg,training
8026,session272,iaa_pub18973_.jpg,3.2,3.448,session272_iaa_pub18973_.jpg,training
22608,session310,iaa_pub21675_.jpg,1.94,1.988,session310_iaa_pub21675_.jpg,training
11439,session95,iaa_pub6633_.jpg,1.4,1.46,session95_iaa_pub6633_.jpg,training
8847,session393,iaa_pub27495_.jpg,3.2,3.3160000000000003,session393_iaa_pub27495_.jpg,training
5827,session181,iaa_pub12617_.jpg,3.75,4.030769230769231,session181_iaa_pub12617_.jpg,training
7258,session115,iaa_pub8034_.jpg,3.38,3.548,session115_iaa_pub8034_.jpg,training
3514,session308,iaa_pub21518_.jpg,3.68,3.832,session308_iaa_pub21518_.jpg,test
11628,session244,iaa_pub17073_.jpg,2.892857142857143,3.057142857142857,session244_iaa_pub17073_.jpg,training
30259,session62,iaa_pub4274_.jpg,2.96,3.272,session62_iaa_pub4274_.jpg,training
22155,session127,iaa_pub8870_.jpg,3.12,3.2,session127_iaa_pub8870_.jpg,training
12504,session277,iaa_pub19354_.jpg,3.42,3.6,session277_iaa_pub19354_.jpg,training
3096,session387,iaa_pub27047_.jpg,2.4615384615384617,2.603846153846154,session387_iaa_pub27047_.jpg,training
19338,session46,iaa_pub3190_.jpg,1.6153846153846154,1.6076923076923075,session46_iaa_pub3190_.jpg,training
14308,session334,iaa_pub23344_.jpg,3.789473684210526,3.9578947368421056,session334_iaa_pub23344_.jpg,test
5649,session351,iaa_pub24557_.jpg,2.671428571428572,2.762857142857143,session351_iaa_pub24557_.jpg,training
27656,session205,iaa_pub14315_.jpg,3.6,3.704,session205_iaa_pub14315_.jpg,training
9263,session204,iaa_pub14247_.jpg,2.1041666666666665,2.1166666666666667,session204_iaa_pub14247_.jpg,training
19910,session318,iaa_pub22255_.jpg,3.5625,3.779166666666667,session318_iaa_pub22255_.jpg,training
24507,session30,iaa_pub2071_.jpg,2.8,3.092,session30_iaa_pub2071_.jpg,training
7368,session438,iaa_pub30612_.jpg,2.5576923076923075,2.7884615384615383,session438_iaa_pub30612_.jpg,training
1368,session241,iaa_pub16840_.jpg,2.583333333333333,2.6375,session241_iaa_pub16840_.jpg,training
4088,session41,iaa_pub2818_.jpg,3.72,3.832,session41_iaa_pub2818_.jpg,test
28555,session36,iaa_pub2458_.jpg,3.5,3.6777777777777776,session36_iaa_pub2458_.jpg,training
28648,session154,iaa_pub10728_.jpg,3.74,3.86,session154_iaa_pub10728_.jpg,training
31180,session412,iaa_pub28840_.jpg,2.64,2.792,session412_iaa_pub28840_.jpg,training
27998,session179,iaa_pub12508_.jpg,3.826923076923077,3.853846153846154,session179_iaa_pub12508_.jpg,training
21474,session407,iaa_pub28427_.jpg,3.58,3.736,session407_iaa_pub28427_.jpg,test
25546,session161,iaa_pub11266_.jpg,2.9655172413793105,3.13448275862069,session161_iaa_pub11266_.jpg,training
398,session258,iaa_pub18060_.jpg,2.7115384615384617,2.9269230769230767,session258_iaa_pub18060_.jpg,training
21907,session359,iaa_pub25098_.jpg,2.592592592592593,2.774074074074074,session359_iaa_pub25098_.jpg,training
6862,session53,iaa_pub3709_.jpg,3.48,3.62,session53_iaa_pub3709_.jpg,training
28785,session424,iaa_pub29637_.jpg,3.46,3.736,session424_iaa_pub29637_.jpg,training
11001,session418,iaa_pub29218_.jpg,3.48,3.676,session418_iaa_pub29218_.jpg,training
1962,session150,iaa_pub10473_.jpg,4.1923076923076925,4.246153846153846,session150_iaa_pub10473_.jpg,training
11559,session308,iaa_pub21525_.jpg,3.12,3.372,session308_iaa_pub21525_.jpg,training
19664,session288,iaa_pub20140_.jpg,2.7,2.82,session288_iaa_pub20140_.jpg,training
24600,session386,iaa_pub26980_.jpg,3.16,3.388,session386_iaa_pub26980_.jpg,training
13149,session71,iaa_pub4954_.jpg,3.2580645161290325,3.4064516129032256,session71_iaa_pub4954_.jpg,training
10677,session207,iaa_pub14477_.jpg,3.76,3.744,session207_iaa_pub14477_.jpg,training
6802,session101,iaa_pub7011_.jpg,2.9791666666666665,3.2541666666666664,session101_iaa_pub7011_.jpg,test
24029,session412,iaa_pub28812_.jpg,3.62,3.676,session412_iaa_pub28812_.jpg,validation
25472,session122,iaa_pub8491_.jpg,3.230769230769231,3.396153846153846,session122_iaa_pub8491_.jpg,training
8479,session56,iaa_pub3860_.jpg,1.8,1.872,session56_iaa_pub3860_.jpg,training
3449,session275,iaa_pub19191_.jpg,3.615384615384616,3.719230769230769,session275_iaa_pub19191_.jpg,training
8190,session186,iaa_pub12954_.jpg,3.15,3.3,session186_iaa_pub12954_.jpg,training
26094,session184,iaa_pub12866_.jpg,3.3,3.608,session184_iaa_pub12866_.jpg,training
19309,session84,iaa_pub5836_.jpg,3.203703703703704,3.244444444444444,session84_iaa_pub5836_.jpg,training
11289,session233,iaa_pub16299_.jpg,3.482142857142857,3.65,session233_iaa_pub16299_.jpg,training
18352,session438,iaa_pub30592_.jpg,3.0961538461538463,3.4346153846153844,session438_iaa_pub30592_.jpg,training
15919,session403,iaa_pub28147_.jpg,3.04,3.264,session403_iaa_pub28147_.jpg,training
23775,session383,iaa_pub26751_.jpg,3.2777777777777777,3.588888888888889,session383_iaa_pub26751_.jpg,training
16392,session210,iaa_pub14675_.jpg,2.480769230769231,2.7423076923076923,session210_iaa_pub14675_.jpg,test
28635,session59,iaa_pub4063_.jpg,3.9615384615384617,4.026923076923077,session59_iaa_pub4063_.jpg,training
4517,session36,iaa_pub2475_.jpg,3.185185185185185,3.3962962962962964,session36_iaa_pub2475_.jpg,test
11429,session288,iaa_pub20122_.jpg,2.94,3.048,session288_iaa_pub20122_.jpg,training
3979,session346,iaa_pub24197_.jpg,3.06,3.188,session346_iaa_pub24197_.jpg,training
17231,session405,iaa_pub28320_.jpg,2.48,2.632,session405_iaa_pub28320_.jpg,training
