,dataset,Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness,scaled_MOS_quality,set
8535,spaq,08536.jpg,43.5,36.63,50.63,45.88,18.14,36.88,2.7659574468085104,training
3193,spaq,03194.jpg,77.67,75.0,79.67,78.33,80.83,78.67,4.22,training
10410,spaq,10411.jpg,22.33,52.17,49.67,40.67,20.8,8.75,1.8651063829787233,training
1131,spaq,01132.jpg,58.5,57.0,66.14,64.29,61.75,51.13,3.404255319148936,validation
5211,spaq,05212.jpg,76.2,78.0,78.4,78.4,75.0,79.8,4.157446808510638,training
10430,spaq,10431.jpg,44.5,39.33,27.83,37.5,40.33,54.0,2.8085106382978724,training
10160,spaq,10161.jpg,23.38,18.86,27.29,23.63,41.5,22.38,1.909787234042553,training
4485,spaq,04486.jpg,72.0,74.5,80.29,79.38,71.88,76.5,3.978723404255319,training
3838,spaq,03839.jpg,66.0,62.67,61.0,64.5,54.5,66.17,3.723404255319149,validation
4038,spaq,04039.jpg,54.69,33.92,46.0,44.23,49.79,56.92,3.242127659574468,test
4053,spaq,04054.jpg,49.85,54.92,58.92,50.83,41.5,45.75,3.0361702127659576,validation
9735,spaq,09736.jpg,40.4,32.64,40.64,43.45,50.55,44.55,2.634042553191489,test
5493,spaq,05494.jpg,70.63,65.5,74.25,71.5,77.0,71.88,3.9204255319148933,test
9916,spaq,09917.jpg,15.25,32.75,33.75,36.5,44.5,27.75,1.5638297872340425,training
8503,spaq,08504.jpg,64.33,62.33,64.44,68.22,67.33,69.44,3.6523404255319147,training
1657,spaq,01658.jpg,36.56,62.33,60.0,60.67,39.44,17.1,2.4706382978723407,training
1766,spaq,01767.jpg,78.33,82.5,81.67,82.5,80.85,81.15,4.2480851063829785,training
3695,spaq,03696.jpg,79.91,74.67,77.64,79.09,78.17,81.82,4.31531914893617,training
5850,spaq,05851.jpg,41.0,38.6,51.4,52.8,34.0,41.0,2.6595744680851063,test
1261,spaq,01262.jpg,35.46,49.92,61.0,49.77,52.17,21.46,2.4238297872340424,training
5566,spaq,05567.jpg,17.4,46.2,30.8,26.6,25.0,11.8,1.65531914893617,training
10514,spaq,10515.jpg,52.5,52.83,56.0,58.0,53.67,65.5,3.1489361702127656,training
8421,spaq,08422.jpg,81.67,81.0,82.33,80.67,77.67,78.33,4.390212765957447,training
9402,spaq,09403.jpg,70.14,62.57,70.0,76.43,81.57,78.14,3.899574468085106,training
2209,spaq,02210.jpg,79.17,72.5,77.5,76.0,74.5,77.5,4.283829787234042,training
7777,spaq,07778.jpg,37.29,47.86,47.29,49.71,42.0,35.29,2.5017021276595743,training
8592,spaq,08593.jpg,43.0,53.0,60.2,62.8,45.8,34.8,2.74468085106383,test
8634,spaq,08635.jpg,56.4,54.6,67.6,58.8,60.0,66.0,3.3148936170212764,training
4897,spaq,04898.jpg,72.55,76.45,72.75,74.27,68.0,76.18,4.002127659574468,training
6137,spaq,06138.jpg,23.14,50.43,45.71,54.0,22.0,17.43,1.8995744680851063,training
2579,spaq,02580.jpg,34.5,19.3,38.9,36.6,63.22,38.5,2.382978723404255,training
28,spaq,00029.jpg,16.86,48.43,44.43,49.0,26.29,14.14,1.6323404255319147,training
4009,spaq,04010.jpg,50.13,35.4,53.4,55.27,57.5,58.88,3.048085106382979,training
8720,spaq,08721.jpg,71.5,76.63,86.57,84.43,74.13,77.25,3.957446808510638,test
4245,spaq,04246.jpg,30.17,57.91,64.18,55.64,44.0,12.45,2.198723404255319,training
1990,spaq,01991.jpg,57.8,63.11,69.78,53.0,60.9,58.56,3.3744680851063826,validation
8627,spaq,08628.jpg,73.0,77.2,83.4,77.0,59.4,69.0,4.0212765957446805,training
5583,spaq,05584.jpg,39.2,41.8,45.4,40.2,46.0,34.0,2.5829787234042554,training
33,spaq,00034.jpg,91.2,79.17,90.0,81.67,79.0,82.5,4.7957446808510635,training
10612,spaq,10613.jpg,18.43,40.14,35.43,39.71,25.33,11.83,1.6991489361702126,training
1485,spaq,01486.jpg,82.67,78.0,76.67,74.22,85.44,84.89,4.432765957446809,training
7389,spaq,07390.jpg,83.4,82.6,83.2,83.0,83.4,82.8,4.463829787234043,training
5928,spaq,05929.jpg,61.1,62.6,70.2,63.3,60.73,58.0,3.5148936170212766,test
1534,spaq,01535.jpg,46.44,41.25,55.56,51.33,43.11,44.78,2.891063829787234,training
5816,spaq,05817.jpg,49.2,50.0,55.2,45.8,53.2,43.0,3.008510638297872,test
2084,spaq,02085.jpg,72.63,71.75,81.0,75.88,77.71,82.14,4.005531914893617,training
5070,spaq,05071.jpg,61.55,50.5,65.1,56.8,61.18,64.09,3.534042553191489,test
6557,spaq,06558.jpg,74.29,64.43,78.29,72.86,75.14,71.57,4.076170212765958,training
1207,spaq,01208.jpg,43.0,64.43,69.14,68.71,61.33,36.71,2.74468085106383,training
2883,spaq,02884.jpg,13.76,47.95,44.22,34.65,27.65,8.37,1.5004255319148936,training
7229,spaq,07230.jpg,73.5,79.5,74.0,70.0,60.5,85.0,4.042553191489362,training
10438,spaq,10439.jpg,29.83,48.83,51.0,46.0,21.83,18.5,2.184255319148936,training
8233,spaq,08234.jpg,45.25,58.0,56.5,44.5,31.0,45.5,2.8404255319148937,training
3837,spaq,03838.jpg,12.0,36.57,37.5,20.67,23.14,19.33,1.425531914893617,training
880,spaq,00881.jpg,42.57,60.36,66.43,60.29,43.71,25.57,2.726382978723404,training
9129,spaq,09130.jpg,33.0,63.0,69.8,56.4,49.2,13.8,2.3191489361702127,training
4840,spaq,04841.jpg,63.3,49.73,49.5,57.73,57.0,58.91,3.608510638297872,test
3303,spaq,03304.jpg,50.57,62.0,67.71,65.0,58.29,49.86,3.066808510638298,training
56,spaq,00057.jpg,65.56,63.11,71.67,70.33,60.89,61.22,3.70468085106383,training
8219,spaq,08220.jpg,31.4,49.2,48.4,48.8,43.2,24.0,2.251063829787234,training
8935,spaq,08936.jpg,73.17,75.17,75.17,75.0,81.0,73.67,4.028510638297872,training
3414,spaq,03415.jpg,54.67,41.5,56.3,43.8,48.89,47.5,3.2412765957446807,test
8806,spaq,08807.jpg,47.5,38.25,67.0,58.5,47.0,32.5,2.9361702127659575,training
7418,spaq,07419.jpg,79.8,81.4,83.8,81.0,79.0,84.2,4.31063829787234,training
10517,spaq,10518.jpg,81.0,81.17,75.67,76.0,79.33,84.33,4.361702127659575,training
4370,spaq,04371.jpg,32.73,59.71,49.29,50.79,38.07,25.57,2.307659574468085,test
3217,spaq,03218.jpg,62.17,70.33,73.17,74.0,49.0,60.83,3.5604255319148934,validation
235,spaq,00236.jpg,47.67,66.0,63.38,60.57,46.57,37.67,2.9434042553191486,training
9147,spaq,09148.jpg,60.2,49.0,50.17,50.5,62.17,68.33,3.476595744680851,test
8762,spaq,08763.jpg,70.25,76.25,69.5,71.25,68.5,68.5,3.9042553191489358,test
7295,spaq,07296.jpg,94.67,97.0,93.33,95.67,98.0,92.67,4.943404255319149,training
3841,spaq,03842.jpg,78.71,85.67,79.86,78.86,71.57,80.0,4.264255319148936,training
1433,spaq,01434.jpg,48.4,71.44,62.1,60.22,44.7,54.7,2.9744680851063827,training
1423,spaq,01424.jpg,41.8,41.7,44.64,41.11,44.27,46.0,2.6936170212765957,training
4216,spaq,04217.jpg,61.58,64.08,69.77,66.42,42.69,59.62,3.53531914893617,test
4394,spaq,04395.jpg,76.47,70.5,69.73,74.79,67.93,69.88,4.168936170212766,training
6989,spaq,06990.jpg,77.5,83.7,84.1,75.73,84.5,75.1,4.212765957446808,training
4434,spaq,04435.jpg,63.88,54.63,57.75,57.38,71.13,65.75,3.633191489361702,training
10262,spaq,10263.jpg,50.63,40.63,54.0,44.5,62.88,58.63,3.0693617021276594,test
2838,spaq,02839.jpg,71.94,57.4,72.0,67.81,70.13,76.33,3.976170212765957,test
7489,spaq,07490.jpg,26.22,51.78,59.44,55.11,28.38,25.89,2.0306382978723403,validation
8525,spaq,08526.jpg,70.88,75.44,76.11,71.33,79.0,77.33,3.9310638297872336,validation
9085,spaq,09086.jpg,26.5,59.0,56.5,48.5,45.0,17.17,2.0425531914893615,training
203,spaq,00204.jpg,78.38,65.44,77.0,71.38,71.67,76.33,4.250212765957446,training
5507,spaq,05508.jpg,31.25,61.0,58.5,51.63,44.0,21.38,2.24468085106383,training
9718,spaq,09719.jpg,47.4,59.2,63.2,53.2,46.6,37.0,2.931914893617021,training
2826,spaq,02827.jpg,24.31,34.47,52.24,39.0,40.56,24.18,1.9493617021276597,training
1435,spaq,01436.jpg,42.8,46.78,49.4,53.11,34.33,28.4,2.7361702127659573,training
3387,spaq,03388.jpg,66.78,53.0,67.0,62.8,70.78,68.0,3.756595744680851,validation
2286,spaq,02287.jpg,23.89,65.5,53.78,53.25,28.33,16.67,1.9314893617021278,training
4775,spaq,04776.jpg,34.33,16.67,42.7,31.5,50.7,39.5,2.3757446808510636,training
3064,spaq,03065.jpg,67.0,73.17,70.17,71.83,71.83,70.83,3.7659574468085104,test
10815,spaq,10816.jpg,67.43,64.5,69.88,65.75,64.14,72.29,3.784255319148936,training
6585,spaq,06586.jpg,72.83,71.5,75.0,70.67,71.33,74.0,4.014042553191489,training
5422,spaq,05423.jpg,25.83,62.33,49.0,54.0,56.83,18.83,2.0140425531914894,training
8987,spaq,08988.jpg,77.89,78.78,75.89,74.56,76.0,76.22,4.22936170212766,training
5362,spaq,05363.jpg,39.75,61.57,49.63,53.13,30.88,17.88,2.606382978723404,training
10162,spaq,10163.jpg,68.86,54.33,60.0,65.14,66.29,69.14,3.8451063829787233,test
2112,spaq,02113.jpg,26.0,48.86,48.93,43.14,41.21,15.31,2.021276595744681,training
1087,spaq,01088.jpg,82.17,80.09,82.67,79.0,76.0,80.25,4.411489361702127,training
7713,spaq,07714.jpg,57.2,55.0,63.4,55.6,60.8,62.2,3.348936170212766,training
1893,spaq,01894.jpg,68.44,72.67,74.56,74.0,67.78,69.0,3.827234042553191,test
2383,spaq,02384.jpg,26.67,51.42,45.45,48.33,48.08,28.25,2.049787234042553,test
3086,spaq,03087.jpg,18.29,50.29,55.14,49.86,45.0,12.14,1.693191489361702,training
7435,spaq,07436.jpg,31.89,54.0,54.44,52.89,37.78,18.89,2.271914893617021,training
4710,spaq,04711.jpg,68.9,72.4,72.4,78.7,70.8,81.11,3.846808510638298,test
2598,spaq,02599.jpg,64.3,66.6,68.9,63.9,61.1,49.2,3.6510638297872338,test
10104,spaq,10105.jpg,17.5,60.38,58.5,56.0,32.75,4.33,1.6595744680851063,training
11107,spaq,11108.jpg,83.0,82.83,82.6,79.33,83.17,80.5,4.446808510638298,training
10383,spaq,10384.jpg,45.83,70.5,73.67,68.33,53.67,38.83,2.8651063829787233,training
6560,spaq,06561.jpg,14.14,50.86,29.14,20.0,11.57,13.29,1.516595744680851,test
866,spaq,00867.jpg,67.5,72.27,78.36,68.08,67.25,74.0,3.7872340425531914,training
8187,spaq,08188.jpg,66.8,72.4,79.8,63.8,74.4,69.2,3.757446808510638,test
579,spaq,00580.jpg,75.95,66.5,78.19,75.64,75.05,75.14,4.146808510638298,training
1647,spaq,01648.jpg,74.5,66.4,72.44,67.5,73.5,77.44,4.085106382978723,training
4442,spaq,04443.jpg,67.22,61.22,67.78,65.11,69.78,74.63,3.77531914893617,training
9729,spaq,09730.jpg,40.0,48.25,69.75,53.5,35.0,29.0,2.617021276595745,training
7883,spaq,07884.jpg,24.57,52.29,47.86,40.14,38.71,11.43,1.9604255319148938,training
8516,spaq,08517.jpg,57.0,39.25,55.75,53.25,56.13,57.13,3.340425531914893,validation
11108,spaq,11109.jpg,44.17,62.83,62.17,57.5,54.67,33.33,2.794468085106383,training
4602,spaq,04603.jpg,40.92,34.46,50.25,38.31,32.75,43.54,2.6561702127659577,training
4921,spaq,04922.jpg,58.71,56.57,54.71,55.0,48.14,49.86,3.413191489361702,validation
1528,spaq,01529.jpg,24.67,38.67,44.67,32.11,18.0,17.44,1.9646808510638296,training
9915,spaq,09916.jpg,47.0,53.25,57.75,55.75,50.25,50.75,2.9148936170212765,training
2683,spaq,02684.jpg,75.27,68.69,76.93,72.79,74.14,79.0,4.1178723404255315,training
8737,spaq,08738.jpg,76.0,81.0,79.13,80.38,77.78,79.44,4.148936170212766,training
7549,spaq,07550.jpg,60.17,73.5,66.5,69.0,66.67,70.6,3.47531914893617,validation
3898,spaq,03899.jpg,26.86,51.71,61.71,49.43,37.31,16.0,2.057872340425532,training
3458,spaq,03459.jpg,61.67,65.85,68.92,65.83,53.69,50.5,3.539148936170213,test
3976,spaq,03977.jpg,34.22,17.25,45.78,33.75,44.33,36.11,2.371063829787234,training
2118,spaq,02119.jpg,63.14,61.6,60.93,62.93,60.47,68.14,3.6017021276595744,training
1,spaq,00002.jpg,62.5,55.38,67.13,53.13,57.5,47.5,3.574468085106383,training
9483,spaq,09484.jpg,30.11,42.11,50.44,47.56,38.56,22.67,2.1961702127659573,test
923,spaq,00924.jpg,43.5,34.38,41.55,45.0,51.54,44.67,2.7659574468085104,training
3059,spaq,03060.jpg,31.29,55.71,55.0,46.29,37.57,16.57,2.246382978723404,test
8339,spaq,08340.jpg,28.2,45.0,53.8,45.6,40.4,20.8,2.1148936170212767,training
735,spaq,00736.jpg,80.5,77.43,75.67,81.46,75.47,72.93,4.340425531914893,training
6244,spaq,06245.jpg,46.67,44.0,53.67,52.33,55.0,40.33,2.900851063829787,training
10305,spaq,10306.jpg,56.86,41.43,57.57,46.86,66.86,69.14,3.3344680851063826,training
7199,spaq,07200.jpg,40.67,45.5,57.83,52.5,60.17,34.83,2.645531914893617,training
10473,spaq,10474.jpg,63.5,68.33,65.33,70.0,56.17,70.5,3.6170212765957444,training
701,spaq,00702.jpg,64.83,69.0,70.18,69.82,65.53,65.47,3.6736170212765953,training
4085,spaq,04086.jpg,69.18,67.08,70.92,70.92,66.08,74.0,3.8587234042553193,validation
8396,spaq,08397.jpg,39.75,59.25,68.5,62.25,51.25,38.25,2.606382978723404,training
6248,spaq,06249.jpg,39.67,64.0,61.33,67.0,49.0,25.33,2.6029787234042554,training
5461,spaq,05462.jpg,77.43,74.25,67.25,65.13,78.43,58.63,4.209787234042554,training
4325,spaq,04326.jpg,64.18,66.09,66.8,63.18,69.6,69.6,3.6459574468085107,test
9684,spaq,09685.jpg,71.0,70.25,67.25,70.0,73.75,62.0,3.9361702127659575,test
6933,spaq,06934.jpg,72.56,71.36,80.91,71.0,73.22,72.0,4.002553191489362,training
7052,spaq,07053.jpg,28.86,48.71,52.29,49.0,42.14,23.57,2.1429787234042554,training
10097,spaq,10098.jpg,33.71,62.13,62.75,61.25,39.63,16.86,2.3493617021276596,training
4244,spaq,04245.jpg,20.42,43.45,54.83,48.0,39.75,10.67,1.7838297872340427,training
9646,spaq,09647.jpg,45.43,52.86,63.86,54.71,38.67,33.71,2.8480851063829786,test
3783,spaq,03784.jpg,62.83,61.5,61.43,58.57,43.83,57.14,3.588510638297872,training
8048,spaq,08049.jpg,41.0,61.4,58.8,56.0,57.6,31.4,2.6595744680851063,validation
418,spaq,00419.jpg,5.69,23.28,16.06,16.16,13.33,2.44,1.1570212765957446,test
6521,spaq,06522.jpg,32.75,56.44,54.67,53.0,32.89,17.67,2.3085106382978724,training
10414,spaq,10415.jpg,56.0,49.33,44.83,51.0,39.83,77.75,3.2978723404255317,validation
7094,spaq,07095.jpg,71.6,67.4,64.6,65.2,72.6,74.2,3.961702127659574,test
9626,spaq,09627.jpg,17.0,8.0,40.17,29.0,20.83,38.83,1.6382978723404253,training
9486,spaq,09487.jpg,21.56,45.38,51.0,33.44,33.89,18.33,1.832340425531915,training
10904,spaq,10905.jpg,83.0,83.29,86.0,85.0,86.0,81.71,4.446808510638298,training
5332,spaq,05333.jpg,74.14,65.29,73.0,68.63,59.5,66.0,4.069787234042553,training
4358,spaq,04359.jpg,8.69,13.94,16.27,14.07,15.4,10.69,1.2846808510638297,training
3078,spaq,03079.jpg,43.0,30.8,57.8,38.4,40.2,57.4,2.74468085106383,training
6941,spaq,06942.jpg,18.7,61.0,56.91,51.18,26.0,13.7,1.7106382978723405,training
3395,spaq,03396.jpg,53.1,48.4,50.4,46.64,53.9,54.4,3.174468085106383,test
10292,spaq,10293.jpg,47.13,40.63,52.63,53.0,58.38,55.5,2.9204255319148937,training
2807,spaq,02808.jpg,71.84,70.44,74.67,68.72,69.26,75.41,3.971914893617021,training
5320,spaq,05321.jpg,70.78,67.89,66.6,65.3,64.22,71.67,3.9268085106382977,training
3284,spaq,03285.jpg,60.33,64.44,67.24,57.81,61.0,47.22,3.4821276595744677,test
9409,spaq,09410.jpg,40.43,62.71,53.86,53.14,30.0,34.57,2.63531914893617,validation
6166,spaq,06167.jpg,33.38,52.75,48.38,46.88,32.38,29.5,2.33531914893617,training
4262,spaq,04263.jpg,65.73,54.0,61.25,61.4,63.45,64.73,3.7119148936170214,validation
8827,spaq,08828.jpg,17.5,48.0,50.88,47.88,23.63,5.43,1.6595744680851063,training
7405,spaq,07406.jpg,29.2,45.6,44.8,51.2,35.4,26.0,2.157446808510638,training
5931,spaq,05932.jpg,20.1,25.1,40.6,35.6,20.45,20.73,1.7702127659574467,training
5910,spaq,05911.jpg,70.3,74.0,74.3,72.6,65.82,67.64,3.906382978723404,test
2847,spaq,02848.jpg,49.94,38.6,66.0,52.65,45.44,52.19,3.0399999999999996,training
10156,spaq,10157.jpg,76.14,79.14,79.63,76.25,66.0,66.29,4.154893617021276,training
9507,spaq,09508.jpg,74.0,71.89,73.67,71.89,70.56,72.89,4.0638297872340425,training
4076,spaq,04077.jpg,74.1,69.73,77.36,76.0,68.27,75.7,4.068085106382979,training
9731,spaq,09732.jpg,30.55,34.92,41.36,33.82,30.73,25.17,2.2148936170212767,test
110,spaq,00111.jpg,43.57,51.71,57.5,48.17,44.71,35.29,2.7689361702127657,training
7175,spaq,07176.jpg,53.67,60.67,62.83,68.17,57.67,39.33,3.198723404255319,training
3334,spaq,03335.jpg,30.14,58.29,60.0,62.0,39.86,20.57,2.1974468085106382,training
3408,spaq,03409.jpg,24.89,32.1,43.6,36.9,42.11,15.6,1.9740425531914894,training
1560,spaq,01561.jpg,64.5,46.83,65.71,59.69,62.57,72.15,3.6595744680851063,training
6482,spaq,06483.jpg,48.25,55.38,63.75,56.5,35.38,47.75,2.9680851063829787,training
10802,spaq,10803.jpg,29.14,44.57,49.0,40.29,41.17,18.83,2.1548936170212767,training
47,spaq,00048.jpg,22.43,53.86,56.43,56.0,43.86,11.71,1.8693617021276596,training
2122,spaq,02123.jpg,15.17,53.79,37.57,45.15,34.64,6.15,1.5604255319148936,training
7736,spaq,07737.jpg,60.0,59.4,66.0,63.8,66.4,60.0,3.4680851063829787,test
480,spaq,00481.jpg,45.0,47.29,52.29,48.86,55.29,38.0,2.829787234042553,training
10930,spaq,10931.jpg,80.86,74.86,84.5,78.14,81.17,82.57,4.355744680851064,training
3791,spaq,03792.jpg,42.5,55.0,47.67,47.83,41.17,39.0,2.723404255319149,training
2452,spaq,02453.jpg,62.58,76.58,80.33,76.55,69.67,55.67,3.5778723404255315,training
5672,spaq,05673.jpg,48.71,47.71,46.88,41.75,32.5,37.38,2.987659574468085,validation
10303,spaq,10304.jpg,47.0,54.86,52.14,50.29,46.86,42.14,2.9148936170212765,training
5632,spaq,05633.jpg,56.0,47.38,63.13,54.22,61.88,53.44,3.2978723404255317,test
7502,spaq,07503.jpg,42.57,71.43,62.86,66.43,57.43,34.14,2.726382978723404,training
2823,spaq,02824.jpg,16.33,46.12,46.81,45.33,15.0,11.47,1.6097872340425532,training
607,spaq,00608.jpg,38.15,70.32,65.67,57.85,57.21,27.32,2.5382978723404253,training
310,spaq,00311.jpg,58.38,64.46,63.0,67.23,39.0,59.31,3.3991489361702127,validation
9111,spaq,09112.jpg,64.5,57.6,68.5,63.33,64.83,74.17,3.6595744680851063,training
9936,spaq,09937.jpg,30.8,42.0,53.8,42.4,34.2,31.8,2.225531914893617,training
10564,spaq,10565.jpg,13.86,43.57,38.29,37.57,34.43,8.83,1.5046808510638296,training
3639,spaq,03640.jpg,15.11,19.1,25.9,17.22,26.8,18.5,1.557872340425532,training
2729,spaq,02730.jpg,70.92,72.25,68.33,68.58,72.64,59.92,3.9327659574468083,validation
6849,spaq,06850.jpg,53.5,63.0,62.0,57.5,39.5,46.5,3.1914893617021276,validation
4541,spaq,04542.jpg,63.14,55.14,63.5,62.71,57.29,58.57,3.6017021276595744,test
3744,spaq,03745.jpg,8.08,7.33,10.15,12.82,19.09,8.08,1.2587234042553193,training
5876,spaq,05877.jpg,40.0,39.8,46.4,57.0,44.2,36.4,2.617021276595745,validation
3705,spaq,03706.jpg,41.0,65.9,68.67,47.2,47.5,26.5,2.6595744680851063,training
6916,spaq,06917.jpg,30.5,42.75,39.5,32.25,32.75,10.0,2.2127659574468086,training
2338,spaq,02339.jpg,66.82,67.91,69.0,69.5,48.5,67.7,3.758297872340425,validation
800,spaq,00801.jpg,61.67,56.17,62.5,61.5,57.0,65.67,3.539148936170213,training
7888,spaq,07889.jpg,23.14,27.71,41.0,30.43,17.71,21.86,1.8995744680851063,training
3442,spaq,03443.jpg,72.64,68.29,77.0,71.15,73.93,80.0,4.005957446808511,training
5393,spaq,05394.jpg,56.86,38.71,62.57,64.67,53.86,62.71,3.3344680851063826,training
7922,spaq,07923.jpg,60.5,60.67,69.17,70.0,49.5,59.5,3.4893617021276593,training
5473,spaq,05474.jpg,45.56,27.56,28.22,35.67,36.0,44.11,2.853617021276596,training
3383,spaq,03384.jpg,62.67,56.7,68.1,58.4,50.89,40.11,3.5817021276595744,training
3422,spaq,03423.jpg,60.33,61.0,64.3,65.0,61.89,53.7,3.4821276595744677,test
4213,spaq,04214.jpg,27.33,61.45,66.83,50.27,44.58,20.33,2.077872340425532,training
7764,spaq,07765.jpg,12.4,7.4,16.8,8.8,18.6,8.2,1.4425531914893617,training
2228,spaq,02229.jpg,33.67,45.17,45.33,43.33,38.0,33.17,2.3476595744680853,training
8290,spaq,08291.jpg,22.89,39.6,57.33,50.11,44.9,21.1,1.8889361702127658,training
10461,spaq,10462.jpg,46.67,49.5,54.17,53.83,38.0,54.25,2.900851063829787,test
1596,spaq,01597.jpg,71.0,72.21,70.33,65.87,70.67,71.87,3.9361702127659575,training
10690,spaq,10691.jpg,29.14,52.0,50.14,50.71,34.57,16.83,2.1548936170212767,training
8173,spaq,08174.jpg,59.8,50.6,71.4,54.8,66.6,59.2,3.459574468085106,training
4947,spaq,04948.jpg,39.5,68.22,70.89,71.22,44.5,32.8,2.595744680851064,training
1736,spaq,01737.jpg,36.0,48.25,53.25,49.38,52.43,35.25,2.4468085106382977,training
4372,spaq,04373.jpg,74.43,72.8,76.0,72.14,76.54,71.13,4.082127659574469,training
3436,spaq,03437.jpg,35.92,59.08,58.58,48.83,43.0,19.58,2.443404255319149,test
1504,spaq,01505.jpg,82.57,78.5,81.38,78.0,79.63,83.5,4.4285106382978725,training
692,spaq,00693.jpg,69.29,62.43,62.57,65.43,70.5,65.43,3.863404255319149,test
10180,spaq,10181.jpg,24.17,20.83,32.67,22.29,51.0,43.43,1.943404255319149,training
6358,spaq,06359.jpg,12.67,33.0,21.17,25.17,18.83,15.0,1.4540425531914893,training
3218,spaq,03219.jpg,80.67,77.0,76.5,79.67,76.83,76.33,4.347659574468085,training
4360,spaq,04361.jpg,35.06,56.13,52.73,55.14,37.33,22.4,2.4068085106382977,training
343,spaq,00344.jpg,46.7,56.7,61.3,58.9,43.4,28.4,2.902127659574468,training
3209,spaq,03210.jpg,47.17,70.83,71.67,69.67,46.67,36.0,2.922127659574468,test
6064,spaq,06065.jpg,45.56,41.67,47.67,42.22,52.11,40.44,2.853617021276596,training
6844,spaq,06845.jpg,17.0,39.5,49.0,41.5,21.5,15.0,1.6382978723404253,training
8217,spaq,08218.jpg,18.5,48.0,54.75,51.5,42.5,11.75,1.702127659574468,training
3520,spaq,03521.jpg,24.5,32.73,36.73,44.09,23.3,33.27,1.9574468085106385,training
7967,spaq,07968.jpg,75.0,73.83,79.0,75.17,71.17,66.0,4.1063829787234045,training
5595,spaq,05596.jpg,37.8,37.0,38.4,44.6,32.8,40.2,2.5234042553191487,validation
10687,spaq,10688.jpg,79.43,70.71,66.71,73.29,69.29,74.0,4.294893617021277,training
3374,spaq,03375.jpg,33.6,46.42,54.64,39.92,38.82,23.27,2.34468085106383,training
2615,spaq,02616.jpg,65.91,56.27,66.82,67.64,58.91,61.45,3.719574468085106,training
1449,spaq,01450.jpg,32.1,39.8,48.64,38.7,47.55,50.45,2.2808510638297874,training
704,spaq,00705.jpg,72.88,75.43,76.0,75.07,73.44,74.0,4.0161702127659575,training
10211,spaq,10212.jpg,62.71,59.83,73.67,68.43,66.29,62.57,3.5834042553191487,test
9542,spaq,09543.jpg,59.5,62.67,61.83,64.67,60.67,64.0,3.4468085106382977,training
5589,spaq,05590.jpg,31.57,33.0,35.71,38.29,32.14,26.57,2.2582978723404254,training
9652,spaq,09653.jpg,66.0,63.33,61.33,68.83,60.83,60.83,3.723404255319149,training
10422,spaq,10423.jpg,83.33,67.0,72.0,71.83,74.5,88.5,4.460851063829788,training
2795,spaq,02796.jpg,47.64,60.79,66.33,61.43,49.93,43.8,2.942127659574468,training
6454,spaq,06455.jpg,55.75,61.38,63.13,59.38,46.13,52.25,3.2872340425531914,training
4614,spaq,04615.jpg,66.92,68.85,70.08,66.08,55.25,69.08,3.7625531914893617,validation
3156,spaq,03157.jpg,69.57,56.14,72.0,74.29,76.86,77.57,3.87531914893617,test
2986,spaq,02987.jpg,29.75,48.7,57.78,48.67,38.3,15.7,2.1808510638297873,training
6742,spaq,06743.jpg,36.6,30.6,44.2,42.0,54.4,60.8,2.472340425531915,validation
9806,spaq,09807.jpg,51.33,68.22,70.88,57.56,46.89,34.75,3.0991489361702125,validation
7348,spaq,07349.jpg,62.67,66.0,83.33,88.33,88.0,57.0,3.5817021276595744,training
6484,spaq,06485.jpg,59.0,58.78,75.44,64.56,67.78,68.25,3.4255319148936167,validation
2430,spaq,02431.jpg,15.14,42.63,41.75,35.75,25.88,14.75,1.5591489361702129,training
8064,spaq,08065.jpg,77.33,66.57,82.33,72.86,75.0,82.33,4.2055319148936166,training
3970,spaq,03971.jpg,49.36,56.45,55.64,58.73,35.27,46.64,3.01531914893617,validation
1314,spaq,01315.jpg,48.18,62.45,61.3,60.18,46.82,41.45,2.9651063829787234,training
748,spaq,00749.jpg,33.47,43.81,46.76,45.12,30.76,20.56,2.3391489361702127,test
8511,spaq,08512.jpg,40.25,52.25,58.0,53.63,47.38,25.5,2.627659574468085,training
10436,spaq,10437.jpg,53.83,63.83,63.33,63.83,46.33,69.5,3.2055319148936166,training
4579,spaq,04580.jpg,47.27,60.0,63.36,42.64,33.6,50.83,2.9263829787234044,test
5490,spaq,05491.jpg,48.25,41.63,49.88,53.38,49.38,58.25,2.9680851063829787,training
78,spaq,00079.jpg,26.63,48.25,59.71,47.29,39.88,17.38,2.048085106382979,training
3972,spaq,03973.jpg,69.8,74.33,72.1,73.6,69.7,69.0,3.885106382978723,test
3874,spaq,03875.jpg,21.33,57.87,61.93,41.0,30.14,15.27,1.8225531914893616,training
8824,spaq,08825.jpg,40.0,64.11,67.33,61.67,48.56,21.88,2.617021276595745,training
1650,spaq,01651.jpg,25.78,39.2,46.0,42.6,32.11,18.6,2.0119148936170212,training
9347,spaq,09348.jpg,53.29,43.0,51.14,42.71,55.14,49.43,3.1825531914893617,validation
7556,spaq,07557.jpg,63.67,69.83,66.33,62.83,63.67,58.0,3.624255319148936,test
8255,spaq,08256.jpg,67.75,76.0,75.25,75.0,71.25,61.25,3.7978723404255317,training
1607,spaq,01608.jpg,23.58,36.75,46.92,27.42,28.23,20.25,1.9182978723404256,training
